session_id,session_label,lap_number,lap_time_s,distance_m,track_section,sector,speed_kmh,throttle_pct,brake_pressure_pct,rpm,steering_angle_deg,battery_voltage_v,powertrain_temp_c
S01,Cool morning shakedown,1,18.0,339.52,Turn 1 Medium Left,Sector 1,58.78,34.0,0.0,6596.0,-70.7,395.42,43.51
S01,Cool morning shakedown,1,18.5,347.79,Turn 1 Medium Left,Sector 1,59.91,4.1,16.0,6689.0,-71.2,396.87,43.39
S01,Cool morning shakedown,1,19.0,356.02,Turn 1 Medium Left,Sector 1,59.81,3.1,16.9,6680.0,-61.6,396.54,43.29
S01,Cool morning shakedown,1,19.5,364.26,Turn 1 Medium Left,Sector 1,59.77,0.0,15.8,6677.0,-46.2,397.78,43.17
S01,Cool morning shakedown,1,20.0,372.51,Turn 1 Medium Left,Sector 1,59.6,0.0,16.5,6663.0,-27.8,397.67,43.05
S01,Cool morning shakedown,1,20.5,380.73,Turn 1 Medium Left,Sector 1,59.36,36.3,0.0,6644.0,-21.0,394.87,42.99
S01,Cool morning shakedown,1,21.0,388.99,Turn 1 Medium Left,Sector 1,59.46,36.1,0.0,6652.0,-2.3,394.02,42.89
S01,Cool morning shakedown,1,21.5,397.77,Back Straight,Sector 2,66.39,100.0,0.0,7218.0,0.4,387.04,43.51
S01,Cool morning shakedown,1,22.0,407.61,Back Straight,Sector 2,73.65,100.0,0.0,7810.0,0.0,387.25,44.2
S01,Cool morning shakedown,1,22.5,418.39,Back Straight,Sector 2,80.09,99.2,0.0,8336.0,2.4,387.06,44.96
S01,Cool morning shakedown,1,23.0,429.99,Back Straight,Sector 2,85.75,98.3,0.0,8797.0,-0.8,387.18,45.77
S01,Cool morning shakedown,1,23.5,442.32,Back Straight,Sector 2,90.7,100.0,0.0,9201.0,-1.5,387.33,46.65
S01,Cool morning shakedown,1,24.0,455.19,Back Straight,Sector 2,93.43,0.0,17.0,9424.0,-1.0,397.4,47.05
S01,Cool morning shakedown,1,24.5,468.11,Back Straight,Sector 2,92.73,97.1,0.0,9366.0,0.3,386.76,47.45
S01,Cool morning shakedown,1,25.0,481.07,Back Straight,Sector 2,93.75,3.1,13.8,9450.0,4.9,398.47,47.61
S01,Cool morning shakedown,1,25.5,494.01,Back Straight,Sector 2,93.26,1.0,12.5,9410.0,-1.3,397.63,47.76
S01,Cool morning shakedown,1,26.0,506.93,Back Straight,Sector 2,92.69,3.1,98.3,9364.0,-1.0,398.36,47.92
S01,Cool morning shakedown,1,26.5,517.76,Back Straight,Sector 2,69.0,0.0,59.1,7431.0,3.0,396.86,47.58
S01,Cool morning shakedown,1,27.0,526.36,Back Straight,Sector 2,58.14,0.0,22.6,6544.0,3.7,399.17,47.25
S01,Cool morning shakedown,1,27.5,534.04,Back Straight,Sector 2,53.87,3.6,15.9,6196.0,2.5,398.3,46.93
S01,Cool morning shakedown,1,28.0,541.34,Back Straight,Sector 2,52.43,0.0,13.1,6078.0,3.3,398.25,46.77
S01,Cool morning shakedown,1,28.5,548.69,Back Straight,Sector 2,53.97,0.0,13.7,6204.0,1.0,398.26,46.76
S01,Cool morning shakedown,1,29.0,556.03,Back Straight,Sector 2,52.92,0.0,15.7,6118.0,1.7,398.29,46.59
S01,Cool morning shakedown,1,29.5,563.37,Technical Esses,Sector 2,52.68,2.9,15.1,6099.0,9.5,398.01,46.48
S01,Cool morning shakedown,1,30.0,570.61,Technical Esses,Sector 2,52.62,0.0,14.0,6094.0,19.9,397.34,46.3
S01,Cool morning shakedown,1,30.5,577.83,Technical Esses,Sector 2,51.49,32.4,0.0,6002.0,37.8,394.56,46.13
S01,Cool morning shakedown,1,31.0,585.08,Technical Esses,Sector 2,52.6,0.3,13.0,6092.0,44.8,398.47,45.96
S01,Cool morning shakedown,1,31.5,592.31,Technical Esses,Sector 2,51.59,32.5,0.0,6009.0,62.9,395.79,45.8
S01,Cool morning shakedown,1,32.0,599.55,Technical Esses,Sector 2,51.75,35.9,0.0,6023.0,69.5,394.79,45.63
S01,Cool morning shakedown,1,32.5,606.78,Technical Esses,Sector 2,51.82,29.3,0.0,6029.0,75.0,395.92,45.47
S01,Cool morning shakedown,1,33.0,614.01,Technical Esses,Sector 2,51.8,32.6,0.0,6027.0,88.0,395.99,45.31
S01,Cool morning shakedown,1,33.5,621.25,Technical Esses,Sector 2,52.03,29.7,0.0,6046.0,90.7,396.37,45.15
S01,Cool morning shakedown,1,34.0,628.5,Technical Esses,Sector 2,52.3,2.2,13.9,6068.0,89.9,397.59,44.94
S01,Cool morning shakedown,1,34.5,635.73,Technical Esses,Sector 2,52.24,0.0,16.6,6063.0,87.5,398.11,44.78
S01,Cool morning shakedown,1,35.0,642.94,Technical Esses,Sector 2,52.16,33.4,0.0,6056.0,82.0,394.64,44.69
S01,Cool morning shakedown,1,35.5,650.18,Technical Esses,Sector 2,51.71,32.1,0.0,6019.0,85.1,395.35,44.52
S01,Cool morning shakedown,1,36.0,657.44,Technical Esses,Sector 2,51.94,34.0,0.0,6038.0,73.6,395.62,44.38
S01,Cool morning shakedown,1,36.5,664.67,Technical Esses,Sector 2,51.99,25.8,0.0,6043.0,61.7,395.19,44.21
S01,Cool morning shakedown,1,37.0,671.89,Technical Esses,Sector 2,51.79,29.6,0.0,6026.0,53.1,394.54,44.06
S01,Cool morning shakedown,1,37.5,679.14,Technical Esses,Sector 2,51.57,34.7,0.0,6008.0,37.1,394.97,43.91
S01,Cool morning shakedown,1,38.0,686.39,Technical Esses,Sector 2,52.67,0.0,16.5,6098.0,25.3,397.55,43.76
S01,Cool morning shakedown,1,38.5,693.6,Technical Esses,Sector 2,51.21,33.1,0.0,5979.0,11.6,394.71,43.61
S01,Cool morning shakedown,1,39.0,700.85,Long Straight,Sector 3,52.56,100.0,0.0,6089.0,-0.8,389.78,43.63
S01,Cool morning shakedown,1,39.5,708.89,Long Straight,Sector 3,61.34,100.0,0.0,6805.0,0.0,388.81,44.18
S01,Cool morning shakedown,1,40.0,718.08,Long Straight,Sector 3,69.25,97.5,0.0,7451.0,-1.2,389.02,44.82
S01,Cool morning shakedown,1,40.5,728.29,Long Straight,Sector 3,76.25,100.0,0.0,8022.0,-0.4,387.2,45.54
S01,Cool morning shakedown,1,41.0,739.4,Long Straight,Sector 3,82.34,97.4,0.0,8519.0,-1.0,387.62,46.3
S01,Cool morning shakedown,1,41.5,751.29,Long Straight,Sector 3,87.7,95.5,0.0,8957.0,-1.7,387.22,47.12
S01,Cool morning shakedown,1,42.0,763.86,Long Straight,Sector 3,92.27,100.0,0.0,9329.0,-1.2,387.25,47.98
S01,Cool morning shakedown,1,42.5,777.02,Long Straight,Sector 3,96.34,94.2,0.0,9661.0,0.2,387.3,48.88
S01,Cool morning shakedown,1,43.0,790.69,Long Straight,Sector 3,99.81,100.0,0.0,9945.0,-2.6,386.34,49.82
S01,Cool morning shakedown,1,43.5,804.81,Long Straight,Sector 3,102.83,97.5,0.0,10191.0,0.5,386.41,50.78
S01,Cool morning shakedown,1,44.0,819.31,Long Straight,Sector 3,105.4,100.0,0.0,10401.0,0.3,385.61,51.77
S01,Cool morning shakedown,1,44.5,834.14,Long Straight,Sector 3,107.61,100.0,0.0,10581.0,1.9,385.62,52.77
S01,Cool morning shakedown,1,45.0,849.24,Long Straight,Sector 3,109.46,99.5,0.0,10732.0,0.4,385.46,53.76
S01,Cool morning shakedown,1,45.5,864.58,Long Straight,Sector 3,111.02,100.0,0.0,10859.0,1.1,384.38,54.75
S01,Cool morning shakedown,1,46.0,878.67,Long Straight,Sector 3,91.65,0.6,97.0,9279.0,-2.2,398.65,54.34
S01,Cool morning shakedown,1,46.5,889.34,Long Straight,Sector 3,66.92,2.9,98.9,7261.0,1.0,397.86,53.93
S01,Cool morning shakedown,1,47.0,896.66,Long Straight,Sector 3,44.8,0.0,44.9,5455.0,1.2,399.04,53.52
S01,Cool morning shakedown,1,47.5,902.17,Long Straight,Sector 3,37.54,0.0,16.5,4863.0,-1.8,397.51,53.11
S01,Cool morning shakedown,1,48.0,907.27,Long Straight,Sector 3,36.18,100.0,0.0,4752.0,0.7,389.75,52.96
S01,Cool morning shakedown,1,48.5,912.47,Long Straight,Sector 3,38.21,0.0,16.3,4918.0,-2.6,397.65,52.68
S01,Cool morning shakedown,1,49.0,917.59,Long Straight,Sector 3,37.03,0.1,17.1,4822.0,-0.3,398.06,52.41
S01,Cool morning shakedown,1,49.5,922.74,Hairpin,Sector 3,36.34,1.2,15.4,4766.0,-10.4,397.0,52.14
S01,Cool morning shakedown,1,50.0,927.75,Hairpin,Sector 3,36.26,31.3,0.0,4759.0,-33.5,396.32,51.89
S01,Cool morning shakedown,1,50.5,932.8,Hairpin,Sector 3,36.37,0.0,12.0,4768.0,-50.9,398.34,51.57
S01,Cool morning shakedown,1,51.0,937.8,Hairpin,Sector 3,36.56,1.7,11.5,4783.0,-66.3,397.41,51.3
S01,Cool morning shakedown,1,51.5,942.81,Hairpin,Sector 3,35.61,25.4,0.0,4706.0,-88.2,396.02,51.03
S01,Cool morning shakedown,1,52.0,947.84,Hairpin,Sector 3,36.81,0.0,14.2,4804.0,-94.7,397.3,50.76
S01,Cool morning shakedown,1,52.5,952.87,Hairpin,Sector 3,36.0,31.3,0.0,4738.0,-111.6,395.28,50.5
S01,Cool morning shakedown,1,53.0,957.89,Hairpin,Sector 3,36.2,33.9,0.0,4754.0,-116.5,394.74,50.25
S01,Cool morning shakedown,1,53.5,962.92,Hairpin,Sector 3,36.24,30.7,0.0,4757.0,-121.0,395.61,50.0
S01,Cool morning shakedown,1,54.0,967.97,Hairpin,Sector 3,35.88,25.2,0.0,4728.0,-120.5,396.78,49.72
S01,Cool morning shakedown,1,54.5,973.0,Hairpin,Sector 3,35.76,29.0,0.0,4718.0,-114.7,394.87,49.47
S01,Cool morning shakedown,1,55.0,978.05,Hairpin,Sector 3,36.04,28.5,0.0,4741.0,-111.7,395.0,49.21
S01,Cool morning shakedown,1,55.5,983.09,Hairpin,Sector 3,36.21,30.0,0.0,4755.0,-95.9,396.3,48.96
S01,Cool morning shakedown,1,56.0,988.14,Hairpin,Sector 3,36.28,32.5,0.0,4761.0,-79.6,395.11,48.71
S01,Cool morning shakedown,1,56.5,993.19,Hairpin,Sector 3,36.44,0.0,13.9,4774.0,-64.8,397.24,48.43
S01,Cool morning shakedown,1,57.0,998.21,Hairpin,Sector 3,36.28,30.2,0.0,4760.0,-50.4,395.34,48.23
S01,Cool morning shakedown,1,57.5,1003.25,Hairpin,Sector 3,36.34,0.0,16.9,4765.0,-27.3,398.62,47.95
S01,Cool morning shakedown,1,58.0,1008.26,Hairpin,Sector 3,35.98,26.4,0.0,4736.0,-9.2,396.1,47.73
S01,Cool morning shakedown,1,58.5,1013.53,Final Corner,Sector 3,40.8,80.9,0.0,5129.0,6.5,391.85,47.81
S01,Cool morning shakedown,1,59.0,1019.87,Final Corner,Sector 3,48.79,80.5,0.0,5781.0,18.2,390.14,48.05
S01,Cool morning shakedown,1,59.5,1027.26,Final Corner,Sector 3,55.93,80.8,0.0,6364.0,32.1,390.27,48.34
S01,Cool morning shakedown,1,60.0,1035.59,Final Corner,Sector 3,62.63,76.2,0.0,6910.0,40.3,390.42,48.69
S01,Cool morning shakedown,1,60.5,1044.74,Final Corner,Sector 3,67.32,38.4,0.0,7293.0,48.0,394.12,48.85
S01,Cool morning shakedown,1,61.0,1054.24,Final Corner,Sector 3,68.48,30.9,0.0,7388.0,54.3,395.12,48.77
S01,Cool morning shakedown,1,61.5,1063.8,Final Corner,Sector 3,68.28,37.5,0.0,7372.0,54.0,394.14,48.65
S01,Cool morning shakedown,1,62.0,1073.33,Final Corner,Sector 3,68.09,37.5,0.0,7356.0,41.5,393.73,48.51
S01,Cool morning shakedown,1,62.5,1082.86,Final Corner,Sector 3,68.91,0.3,15.2,7423.0,33.4,397.26,48.38
S01,Cool morning shakedown,1,63.0,1092.38,Final Corner,Sector 3,68.08,39.0,0.0,7355.0,10.2,393.52,48.29
S01,Cool morning shakedown,2,0.1,1.95,Main Straight,Sector 1,70.32,100.0,0.0,7538.0,-0.9,386.99,48.48
S01,Cool morning shakedown,2,0.6,12.29,Main Straight,Sector 1,77.11,100.0,0.0,8092.0,-0.9,387.94,49.15
S01,Cool morning shakedown,2,1.1,23.51,Main Straight,Sector 1,83.07,100.0,0.0,8579.0,-0.2,385.54,49.89
S01,Cool morning shakedown,2,1.6,35.49,Main Straight,Sector 1,88.32,99.2,0.0,9007.0,-1.2,385.49,50.67
S01,Cool morning shakedown,2,2.1,48.15,Main Straight,Sector 1,92.91,99.0,0.0,9381.0,0.1,385.69,51.51
S01,Cool morning shakedown,2,2.6,61.38,Main Straight,Sector 1,96.78,91.3,0.0,9698.0,-1.7,387.02,52.34
S01,Cool morning shakedown,2,3.1,75.11,Main Straight,Sector 1,100.14,100.0,0.0,9971.0,0.2,384.77,53.24
S01,Cool morning shakedown,2,3.6,89.27,Main Straight,Sector 1,103.09,93.9,0.0,10212.0,-2.1,384.58,54.15
S01,Cool morning shakedown,2,4.1,103.79,Main Straight,Sector 1,105.53,96.9,0.0,10412.0,1.0,384.7,55.06
S01,Cool morning shakedown,2,4.6,118.63,Main Straight,Sector 1,107.67,97.3,0.0,10586.0,-2.3,384.87,56.0
S01,Cool morning shakedown,2,5.1,133.74,Main Straight,Sector 1,109.5,97.1,0.0,10735.0,-0.7,384.54,56.95
S01,Cool morning shakedown,2,5.6,148.98,Main Straight,Sector 1,109.93,0.0,19.3,10771.0,1.2,396.6,57.35
S01,Cool morning shakedown,2,6.1,164.18,Main Straight,Sector 1,109.06,96.0,0.0,10700.0,0.2,384.75,58.01
S01,Cool morning shakedown,2,6.6,178.02,Main Straight,Sector 1,90.6,0.0,67.6,9193.0,-0.7,397.12,57.55
S01,Cool morning shakedown,2,7.1,189.42,Main Straight,Sector 1,77.78,0.0,33.0,8147.0,2.5,397.96,57.1
S01,Cool morning shakedown,2,7.6,199.63,Main Straight,Sector 1,71.33,5.5,16.7,7621.0,-0.9,396.96,56.68
S01,Cool morning shakedown,2,8.1,209.21,Main Straight,Sector 1,67.45,0.0,13.4,7304.0,4.0,397.32,56.24
S01,Cool morning shakedown,2,8.6,218.6,Main Straight,Sector 1,68.38,1.2,15.9,7380.0,-0.8,396.63,56.19
S01,Cool morning shakedown,2,9.1,227.83,Turn 1 Braking Zone,Sector 1,64.93,1.7,19.5,7098.0,0.5,397.61,55.84
S01,Cool morning shakedown,2,9.6,236.5,Turn 1 Braking Zone,Sector 1,60.82,0.0,16.5,6763.0,2.2,397.47,55.41
S01,Cool morning shakedown,2,10.1,244.73,Turn 1 Braking Zone,Sector 1,58.82,75.6,0.0,6600.0,0.8,390.8,55.28
S01,Cool morning shakedown,2,10.6,253.0,Turn 1 Braking Zone,Sector 1,59.21,80.5,0.0,6631.0,0.6,389.61,55.13
S01,Cool morning shakedown,2,11.1,261.33,Turn 1 Braking Zone,Sector 1,59.85,0.0,15.0,6684.0,2.6,396.78,54.84
S01,Cool morning shakedown,2,11.6,269.6,Turn 1 Braking Zone,Sector 1,60.1,0.0,12.7,6704.0,-0.5,397.57,54.69
S01,Cool morning shakedown,2,12.1,277.86,Turn 1 Braking Zone,Sector 1,60.31,0.0,17.0,6721.0,-2.3,396.88,54.53
S01,Cool morning shakedown,2,12.6,286.06,Turn 1 Medium Left,Sector 1,58.55,36.8,0.0,6578.0,-10.6,393.38,54.3
S01,Cool morning shakedown,2,13.1,294.27,Turn 1 Medium Left,Sector 1,59.55,0.6,18.5,6660.0,-27.3,396.92,54.05
S01,Cool morning shakedown,2,13.6,302.49,Turn 1 Medium Left,Sector 1,59.42,3.5,7.3,6649.0,-44.1,398.31,53.82
S01,Cool morning shakedown,2,14.1,310.68,Turn 1 Medium Left,Sector 1,58.39,29.6,0.0,6564.0,-57.7,394.36,53.6
S01,Cool morning shakedown,2,14.6,318.87,Turn 1 Medium Left,Sector 1,59.41,0.0,16.2,6648.0,-66.5,396.94,53.37
S01,Cool morning shakedown,2,15.1,327.07,Turn 1 Medium Left,Sector 1,59.2,34.8,0.0,6631.0,-64.2,393.76,53.19
S01,Cool morning shakedown,2,15.6,335.3,Turn 1 Medium Left,Sector 1,59.32,0.0,14.2,6640.0,-74.0,396.44,52.91
S01,Cool morning shakedown,2,16.1,343.51,Turn 1 Medium Left,Sector 1,59.33,0.3,16.7,6641.0,-69.7,397.47,52.7
S01,Cool morning shakedown,2,16.6,351.69,Turn 1 Medium Left,Sector 1,59.12,35.4,0.0,6624.0,-66.6,393.44,52.54
S01,Cool morning shakedown,2,17.1,359.9,Turn 1 Medium Left,Sector 1,59.19,35.8,0.0,6630.0,-53.1,394.5,52.33
S01,Cool morning shakedown,2,17.6,368.12,Turn 1 Medium Left,Sector 1,59.17,34.9,0.0,6628.0,-41.5,394.04,52.12
S01,Cool morning shakedown,2,18.1,376.33,Turn 1 Medium Left,Sector 1,59.12,31.6,0.0,6624.0,-25.9,394.22,51.9
S01,Cool morning shakedown,2,18.6,384.54,Turn 1 Medium Left,Sector 1,59.11,34.9,0.0,6623.0,-11.0,394.53,51.69
S01,Cool morning shakedown,2,19.1,392.82,Back Straight,Sector 2,61.15,92.4,0.0,6790.0,-1.4,387.06,51.75
S01,Cool morning shakedown,2,19.6,401.96,Back Straight,Sector 2,68.86,100.0,0.0,7419.0,-3.1,387.51,52.29
S01,Cool morning shakedown,2,20.1,412.12,Back Straight,Sector 2,75.87,97.2,0.0,7991.0,-1.3,387.03,52.91
S01,Cool morning shakedown,2,20.6,423.17,Back Straight,Sector 2,82.04,100.0,0.0,8494.0,0.1,386.06,53.61
S01,Cool morning shakedown,2,21.1,435.02,Back Straight,Sector 2,87.38,95.9,0.0,8930.0,-4.5,385.87,54.33
S01,Cool morning shakedown,2,21.6,447.55,Back Straight,Sector 2,92.06,98.6,0.0,9312.0,-1.9,385.63,55.11
S01,Cool morning shakedown,2,22.1,460.61,Back Straight,Sector 2,94.9,0.0,16.7,9544.0,-5.1,397.18,55.45
S01,Cool morning shakedown,2,22.6,473.7,Back Straight,Sector 2,94.36,0.0,15.8,9500.0,0.1,397.01,55.51
S01,Cool morning shakedown,2,23.1,486.74,Back Straight,Sector 2,93.52,96.2,0.0,9431.0,0.5,385.96,55.82
S01,Cool morning shakedown,2,23.6,499.8,Back Straight,Sector 2,94.41,0.0,11.7,9504.0,-0.9,398.15,55.88
S01,Cool morning shakedown,2,24.1,512.09,Back Straight,Sector 2,79.62,0.0,98.1,8297.0,0.1,398.58,55.7
S01,Cool morning shakedown,2,24.6,521.51,Back Straight,Sector 2,62.08,0.3,33.4,6866.0,4.0,396.53,55.27
S01,Cool morning shakedown,2,25.1,529.53,Back Straight,Sector 2,55.69,0.0,18.1,6344.0,0.6,398.04,54.85
S01,Cool morning shakedown,2,25.6,537.0,Back Straight,Sector 2,54.32,2.3,16.7,6232.0,-1.3,397.87,54.6
S01,Cool morning shakedown,2,26.1,544.38,Back Straight,Sector 2,53.3,0.0,14.3,6149.0,2.4,397.17,54.34
S01,Cool morning shakedown,2,26.6,551.76,Back Straight,Sector 2,52.21,100.0,0.0,6060.0,-1.1,389.22,54.26
S01,Cool morning shakedown,2,27.1,559.18,Back Straight,Sector 2,54.14,0.0,17.2,6218.0,0.6,397.37,54.0
S01,Cool morning shakedown,2,27.6,566.5,Technical Esses,Sector 2,52.7,33.1,0.0,6100.0,8.8,394.19,53.76
S01,Cool morning shakedown,2,28.1,573.82,Technical Esses,Sector 2,52.66,29.0,0.0,6097.0,26.1,394.93,53.5
S01,Cool morning shakedown,2,28.6,581.14,Technical Esses,Sector 2,52.33,35.6,0.0,6070.0,41.8,393.69,53.24
S01,Cool morning shakedown,2,29.1,588.43,Technical Esses,Sector 2,52.23,31.3,0.0,6062.0,47.9,395.07,52.98
S01,Cool morning shakedown,2,29.6,595.76,Technical Esses,Sector 2,52.3,36.2,0.0,6067.0,63.0,394.55,52.77
S01,Cool morning shakedown,2,30.1,603.07,Technical Esses,Sector 2,52.35,27.8,0.0,6072.0,74.7,394.64,52.53
S01,Cool morning shakedown,2,30.6,610.39,Technical Esses,Sector 2,52.12,34.6,0.0,6053.0,82.8,395.02,52.31
S01,Cool morning shakedown,2,31.1,617.71,Technical Esses,Sector 2,51.99,29.5,0.0,6042.0,81.0,394.89,52.07
S01,Cool morning shakedown,2,31.6,625.01,Technical Esses,Sector 2,52.88,2.3,18.4,6115.0,93.7,396.46,51.82
S01,Cool morning shakedown,2,32.1,632.31,Technical Esses,Sector 2,52.72,35.8,0.0,6102.0,93.0,394.35,51.64
S01,Cool morning shakedown,2,32.6,639.63,Technical Esses,Sector 2,52.69,28.3,0.0,6100.0,84.9,394.05,51.4
S01,Cool morning shakedown,2,33.1,646.96,Technical Esses,Sector 2,52.83,0.5,17.4,6111.0,83.2,397.47,51.12
S01,Cool morning shakedown,2,33.6,654.24,Technical Esses,Sector 2,52.61,34.9,0.0,6093.0,80.4,394.01,50.95
S01,Cool morning shakedown,2,34.1,661.59,Technical Esses,Sector 2,52.71,33.8,0.0,6101.0,67.2,394.61,50.74
S01,Cool morning shakedown,2,34.6,668.94,Technical Esses,Sector 2,53.08,5.7,11.8,6131.0,58.8,397.22,50.48
S01,Cool morning shakedown,2,35.1,676.25,Technical Esses,Sector 2,52.98,0.5,16.6,6123.0,47.9,397.62,50.26
S01,Cool morning shakedown,2,35.6,683.55,Technical Esses,Sector 2,52.77,34.7,0.0,6106.0,29.5,393.99,50.1
S01,Cool morning shakedown,2,36.1,690.88,Technical Esses,Sector 2,53.13,0.0,15.2,6136.0,13.9,398.02,49.84
S01,Cool morning shakedown,2,36.6,698.18,Technical Esses,Sector 2,52.98,0.0,14.8,6123.0,3.7,397.91,49.62
S01,Cool morning shakedown,2,37.1,705.79,Long Straight,Sector 3,58.04,97.8,0.0,6536.0,0.1,388.48,49.96
S01,Cool morning shakedown,2,37.6,714.55,Long Straight,Sector 3,66.3,99.7,0.0,7210.0,1.4,387.44,50.51
S01,Cool morning shakedown,2,38.1,724.37,Long Straight,Sector 3,73.57,100.0,0.0,7803.0,-0.2,386.57,51.12
S01,Cool morning shakedown,2,38.6,735.14,Long Straight,Sector 3,80.0,98.2,0.0,8328.0,2.8,386.64,51.8
S01,Cool morning shakedown,2,39.1,746.73,Long Straight,Sector 3,85.64,100.0,0.0,8788.0,2.2,385.67,52.54
S01,Cool morning shakedown,2,39.6,759.04,Long Straight,Sector 3,90.52,100.0,0.0,9186.0,-0.3,385.35,53.32
S01,Cool morning shakedown,2,40.1,771.98,Long Straight,Sector 3,94.79,98.4,0.0,9535.0,1.0,386.78,54.14
S01,Cool morning shakedown,2,40.6,785.45,Long Straight,Sector 3,98.42,97.7,0.0,9831.0,0.4,386.01,54.98
