session_id,lap_number,session_time_s,lap_time_s,distance_m,track_section,sector,speed_kmh,throttle_pct,brake_pressure_pct,rpm,steering_angle_deg,battery_voltage_v,powertrain_temp_c
S01,1,6.4,6.4,110.19,Main Straight,Sector 1,100.2,96.9,0.0,9976.0,-1.2,387.05,42.61
S01,1,6.5,6.5,112.99,Main Straight,Sector 1,100.8,100.0,0.0,10026.0,1.3,386.04,42.81
S01,1,6.6,6.6,115.81,Main Straight,Sector 1,101.42,100.0,0.0,10076.0,1.6,385.24,43.02
S01,1,6.7,6.7,118.65,Main Straight,Sector 1,102.01,95.4,0.0,10124.0,-2.6,386.57,43.22
S01,1,6.8,6.8,121.49,Main Straight,Sector 1,102.55,98.4,0.0,10168.0,-2.2,386.7,43.43
S01,1,6.9,6.9,124.36,Main Straight,Sector 1,103.1,98.3,0.0,10213.0,-1.8,386.31,43.64
S01,1,7.0,7.0,127.24,Main Straight,Sector 1,103.63,100.0,0.0,10256.0,-0.4,386.16,43.85
S01,1,7.1,7.1,130.13,Main Straight,Sector 1,104.16,94.2,0.0,10299.0,-1.8,387.08,44.05
S01,1,7.2,7.2,133.04,Main Straight,Sector 1,104.63,100.0,0.0,10338.0,0.7,386.08,44.26
S01,1,7.3,7.3,135.96,Main Straight,Sector 1,105.13,94.4,0.0,10378.0,-0.7,386.64,44.46
S01,1,7.4,7.4,138.89,Main Straight,Sector 1,105.57,100.0,0.0,10415.0,3.5,385.44,44.68
S01,1,7.5,7.5,141.83,Main Straight,Sector 1,106.04,95.6,0.0,10453.0,0.4,385.65,44.88
S01,1,7.6,7.6,144.79,Main Straight,Sector 1,106.46,100.0,0.0,10487.0,1.5,385.3,45.09
S01,1,7.7,7.7,147.76,Main Straight,Sector 1,106.9,95.4,0.0,10523.0,0.7,384.73,45.3
S01,1,7.8,7.8,150.74,Main Straight,Sector 1,107.3,100.0,0.0,10556.0,-0.3,385.63,45.52
S01,1,7.9,7.9,153.73,Main Straight,Sector 1,107.71,100.0,0.0,10589.0,1.4,384.9,45.73
S01,1,8.0,8.0,156.74,Main Straight,Sector 1,108.11,98.1,0.0,10622.0,0.4,385.77,45.95
S01,1,8.1,8.1,159.75,Main Straight,Sector 1,108.49,100.0,0.0,10653.0,-1.6,384.73,46.16
S01,1,8.2,8.2,162.77,Main Straight,Sector 1,108.86,96.3,0.0,10683.0,-1.9,385.72,46.37
S01,1,8.3,8.3,165.81,Main Straight,Sector 1,109.2,1.1,96.0,10711.0,0.4,398.29,46.31
S01,1,8.4,8.4,168.71,Main Straight,Sector 1,104.37,0.0,100.0,10316.0,1.0,397.32,46.24
S01,1,8.5,8.5,171.47,Main Straight,Sector 1,99.33,0.0,95.7,9905.0,1.9,398.0,46.17
S01,1,8.6,8.6,174.09,Main Straight,Sector 1,94.5,0.0,81.2,9511.0,-0.0,397.99,46.11
S01,1,8.7,8.7,176.6,Main Straight,Sector 1,90.41,3.0,71.1,9177.0,2.0,397.6,46.05
S01,1,8.8,8.8,179.01,Main Straight,Sector 1,86.83,1.3,60.5,8885.0,1.8,396.98,45.99
S01,1,8.9,8.9,181.34,Main Straight,Sector 1,83.78,3.0,49.1,8636.0,-2.7,398.41,45.93
S01,1,9.0,9.0,183.6,Main Straight,Sector 1,81.3,0.0,44.9,8434.0,0.4,397.81,45.86
S01,1,9.1,9.1,185.8,Main Straight,Sector 1,79.04,2.4,34.9,8250.0,-1.4,398.25,45.8
S01,1,9.2,9.2,187.94,Main Straight,Sector 1,77.28,6.5,33.6,8106.0,-0.1,397.38,45.75
S01,1,9.3,9.3,190.04,Main Straight,Sector 1,75.59,0.0,30.9,7968.0,-2.2,397.94,45.68
S01,1,9.4,9.4,192.1,Main Straight,Sector 1,74.03,0.0,24.1,7841.0,1.5,398.69,45.62
S01,1,9.5,9.5,194.12,Main Straight,Sector 1,72.82,4.4,27.6,7742.0,3.5,396.96,45.56
S01,1,9.6,9.6,196.11,Main Straight,Sector 1,71.43,0.0,20.8,7628.0,-0.5,397.74,45.5
S01,1,9.7,9.7,198.06,Main Straight,Sector 1,70.38,0.0,18.7,7543.0,-1.9,398.11,45.43
S01,1,9.8,9.8,199.99,Main Straight,Sector 1,69.44,0.0,9.6,7466.0,4.4,398.39,45.37
S01,1,9.9,9.9,201.9,Main Straight,Sector 1,68.95,0.0,13.6,7427.0,0.9,398.6,45.3
S01,1,10.0,10.0,203.8,Main Straight,Sector 1,68.27,0.7,15.0,7371.0,1.6,397.78,45.24
S01,1,10.1,10.1,205.68,Main Straight,Sector 1,67.51,2.6,17.7,7309.0,-2.0,396.99,45.18
S01,1,10.2,10.2,207.53,Main Straight,Sector 1,66.62,0.0,15.0,7236.0,-0.0,398.26,45.12
S01,1,10.3,10.3,209.36,Main Straight,Sector 1,65.87,100.0,0.0,7175.0,-1.6,387.67,45.24
S01,1,10.4,10.4,211.23,Main Straight,Sector 1,67.43,0.7,19.0,7302.0,0.6,397.59,45.18
S01,1,10.5,10.5,213.08,Main Straight,Sector 1,66.47,5.6,16.4,7224.0,-1.2,397.54,45.13
S01,1,10.6,10.6,214.9,Main Straight,Sector 1,65.64,100.0,0.0,7156.0,0.1,388.48,45.25
S01,1,10.7,10.7,216.77,Main Straight,Sector 1,67.21,0.0,14.5,7284.0,2.6,398.48,45.19
S01,1,10.8,10.8,218.61,Main Straight,Sector 1,66.48,0.0,14.9,7224.0,2.3,397.67,45.13
S01,1,10.9,10.9,220.44,Turn 1 Braking Zone,Sector 1,65.73,40.9,0.0,7163.0,3.0,394.1,45.14
S01,1,11.0,11.0,222.28,Turn 1 Braking Zone,Sector 1,66.26,37.8,0.0,7207.0,-2.3,394.27,45.15
S01,1,11.1,11.1,224.13,Turn 1 Braking Zone,Sector 1,66.74,3.5,13.0,7246.0,-1.7,397.52,45.09
S01,1,11.2,11.2,225.97,Turn 1 Braking Zone,Sector 1,66.08,4.5,25.3,7192.0,3.0,397.45,45.04
S01,1,11.3,11.3,227.77,Turn 1 Braking Zone,Sector 1,64.81,1.1,21.7,7088.0,-1.5,397.62,44.97
S01,1,11.4,11.4,229.54,Turn 1 Braking Zone,Sector 1,63.71,0.0,15.0,6999.0,-1.2,399.2,44.91
S01,1,11.5,11.5,231.29,Turn 1 Braking Zone,Sector 1,62.96,0.0,18.5,6937.0,0.5,397.74,44.85
S01,1,11.6,11.6,233.01,Turn 1 Braking Zone,Sector 1,62.02,0.1,15.5,6861.0,1.8,397.46,44.78
S01,1,11.7,11.7,234.71,Turn 1 Braking Zone,Sector 1,61.24,0.0,15.8,6797.0,2.3,398.12,44.72
S01,1,11.8,11.8,236.39,Turn 1 Braking Zone,Sector 1,60.44,2.3,18.5,6732.0,-1.4,398.77,44.66
S01,1,11.9,11.9,238.04,Turn 1 Braking Zone,Sector 1,59.51,0.0,18.6,6656.0,4.4,398.41,44.6
S01,1,12.0,12.0,239.67,Turn 1 Braking Zone,Sector 1,58.57,74.1,0.0,6579.0,1.4,390.46,44.66
S01,1,12.1,12.1,241.33,Turn 1 Braking Zone,Sector 1,59.81,0.0,16.4,6680.0,-0.3,398.14,44.6
S01,1,12.2,12.2,242.97,Turn 1 Braking Zone,Sector 1,58.98,1.2,16.0,6613.0,-1.5,398.08,44.54
S01,1,12.3,12.3,244.59,Turn 1 Braking Zone,Sector 1,58.17,77.6,0.0,6547.0,1.0,390.63,44.61
S01,1,12.4,12.4,246.24,Turn 1 Braking Zone,Sector 1,59.48,1.1,13.9,6654.0,-4.6,397.15,44.55
S01,1,12.5,12.5,247.87,Turn 1 Braking Zone,Sector 1,58.78,74.7,0.0,6596.0,-3.5,390.58,44.62
S01,1,12.6,12.6,249.54,Turn 1 Braking Zone,Sector 1,60.02,0.0,16.5,6698.0,1.3,398.46,44.56
S01,1,12.7,12.7,251.18,Turn 1 Braking Zone,Sector 1,59.19,2.2,14.2,6630.0,-2.3,397.92,44.5
S01,1,12.8,12.8,252.81,Turn 1 Braking Zone,Sector 1,58.47,80.4,0.0,6571.0,1.8,389.25,44.58
S01,1,12.9,12.9,254.47,Turn 1 Braking Zone,Sector 1,59.82,0.0,15.4,6682.0,0.9,397.78,44.51
S01,1,13.0,13.0,256.11,Turn 1 Braking Zone,Sector 1,59.05,0.0,17.6,6618.0,0.1,398.47,44.45
S01,1,13.1,13.1,257.72,Turn 1 Braking Zone,Sector 1,58.16,72.8,0.0,6546.0,0.0,391.8,44.52
S01,1,13.2,13.2,259.37,Turn 1 Braking Zone,Sector 1,59.37,0.0,18.9,6645.0,-1.1,398.35,44.45
S01,1,13.3,13.3,261.0,Turn 1 Braking Zone,Sector 1,58.42,74.3,0.0,6567.0,1.0,390.88,44.52
S01,1,13.4,13.4,262.65,Turn 1 Braking Zone,Sector 1,59.66,0.2,14.7,6668.0,2.6,398.64,44.46
S01,1,13.5,13.5,264.29,Turn 1 Braking Zone,Sector 1,58.92,0.7,14.9,6608.0,1.1,397.11,44.4
S01,1,13.6,13.6,265.91,Turn 1 Braking Zone,Sector 1,58.17,77.6,0.0,6547.0,0.0,391.13,44.47
S01,1,13.7,13.7,267.56,Turn 1 Braking Zone,Sector 1,59.48,0.0,19.3,6653.0,-0.8,398.3,44.41
S01,1,13.8,13.8,269.18,Turn 1 Braking Zone,Sector 1,58.51,81.6,0.0,6574.0,-0.8,389.83,44.49
S01,1,13.9,13.9,270.85,Turn 1 Braking Zone,Sector 1,59.88,0.0,13.4,6686.0,-0.8,398.06,44.43
S01,1,14.0,14.0,272.49,Turn 1 Braking Zone,Sector 1,59.21,0.7,17.0,6632.0,1.8,399.23,44.36
S01,1,14.1,14.1,274.11,Turn 1 Braking Zone,Sector 1,58.35,79.5,0.0,6562.0,1.9,391.34,44.44
S01,1,14.2,14.2,275.77,Turn 1 Braking Zone,Sector 1,59.69,0.0,14.0,6671.0,-0.2,398.13,44.38
S01,1,14.3,14.3,277.41,Turn 1 Braking Zone,Sector 1,58.99,6.9,17.0,6613.0,-2.6,396.5,44.33
S01,1,14.4,14.4,279.02,Turn 1 Braking Zone,Sector 1,58.13,79.7,0.0,6544.0,1.4,390.19,44.4
S01,1,14.5,14.5,280.68,Turn 1 Medium Left,Sector 1,59.48,0.0,15.0,6653.0,-2.5,397.88,44.34
S01,1,14.6,14.6,282.31,Turn 1 Medium Left,Sector 1,58.72,33.5,0.0,6592.0,-4.1,394.28,44.34
S01,1,14.7,14.7,283.95,Turn 1 Medium Left,Sector 1,59.18,0.5,16.4,6629.0,-7.4,398.0,44.28
S01,1,14.8,14.8,285.57,Turn 1 Medium Left,Sector 1,58.36,39.0,0.0,6562.0,-12.4,394.66,44.28
S01,1,14.9,14.9,287.21,Turn 1 Medium Left,Sector 1,58.93,1.4,15.7,6609.0,-18.2,397.51,44.22
S01,1,15.0,15.0,288.82,Turn 1 Medium Left,Sector 1,58.14,36.5,0.0,6544.0,-20.7,393.92,44.23
S01,1,15.1,15.1,290.45,Turn 1 Medium Left,Sector 1,58.66,36.5,0.0,6587.0,-19.6,395.1,44.23
S01,1,15.2,15.2,292.1,Turn 1 Medium Left,Sector 1,59.18,0.5,18.9,6629.0,-28.6,397.02,44.17
S01,1,15.3,15.3,293.71,Turn 1 Medium Left,Sector 1,58.23,31.9,0.0,6551.0,-26.4,394.63,44.16
S01,1,15.4,15.4,295.34,Turn 1 Medium Left,Sector 1,58.66,31.7,0.0,6587.0,-34.6,394.95,44.15
S01,1,15.5,15.5,296.99,Turn 1 Medium Left,Sector 1,59.09,0.0,13.7,6622.0,-34.6,398.16,44.09
S01,1,15.6,15.6,298.61,Turn 1 Medium Left,Sector 1,58.4,37.1,0.0,6565.0,-34.7,394.92,44.09
S01,1,15.7,15.7,300.25,Turn 1 Medium Left,Sector 1,58.93,0.0,16.8,6609.0,-42.7,398.06,44.03
S01,1,15.8,15.8,301.86,Turn 1 Medium Left,Sector 1,58.08,33.1,0.0,6540.0,-42.3,395.61,44.03
S01,1,15.9,15.9,303.48,Turn 1 Medium Left,Sector 1,58.54,37.0,0.0,6577.0,-41.8,393.9,44.03
S01,1,16.0,16.0,305.13,Turn 1 Medium Left,Sector 1,59.07,3.8,17.7,6620.0,-52.5,398.06,43.98
S01,1,16.1,16.1,306.74,Turn 1 Medium Left,Sector 1,58.18,42.7,0.0,6548.0,-50.0,393.5,43.99
S01,1,16.2,16.2,308.38,Turn 1 Medium Left,Sector 1,58.82,3.2,12.3,6600.0,-51.6,398.28,43.93
S01,1,16.3,16.3,309.99,Turn 1 Medium Left,Sector 1,58.21,33.8,0.0,6550.0,-50.9,395.19,43.93
S01,1,16.4,16.4,311.62,Turn 1 Medium Left,Sector 1,58.68,36.4,0.0,6588.0,-57.8,394.46,43.93
S01,1,16.5,16.5,313.27,Turn 1 Medium Left,Sector 1,59.19,2.5,17.6,6630.0,-58.5,398.07,43.88
S01,1,16.6,16.6,314.89,Turn 1 Medium Left,Sector 1,58.3,35.2,0.0,6558.0,-61.1,394.21,43.88
S01,1,16.7,16.7,316.52,Turn 1 Medium Left,Sector 1,58.8,0.0,14.7,6598.0,-63.0,398.21,43.82
S01,1,16.8,16.8,318.13,Turn 1 Medium Left,Sector 1,58.06,34.2,0.0,6538.0,-64.0,395.05,43.81
S01,1,16.9,16.9,319.76,Turn 1 Medium Left,Sector 1,58.54,40.4,0.0,6577.0,-60.8,393.93,43.82
S01,1,17.0,17.0,321.4,Turn 1 Medium Left,Sector 1,59.14,0.0,13.0,6626.0,-68.3,397.35,43.76
S01,1,17.1,17.1,323.03,Turn 1 Medium Left,Sector 1,58.48,37.5,0.0,6572.0,-68.3,395.2,43.77
S01,1,17.2,17.2,324.67,Turn 1 Medium Left,Sector 1,59.02,0.9,11.9,6616.0,-71.1,397.79,43.71
S01,1,17.3,17.3,326.29,Turn 1 Medium Left,Sector 1,58.42,38.6,0.0,6567.0,-69.7,394.6,43.71
S01,1,17.4,17.4,327.93,Turn 1 Medium Left,Sector 1,58.98,0.0,18.3,6613.0,-73.2,398.22,43.65
S01,1,17.5,17.5,329.54,Turn 1 Medium Left,Sector 1,58.06,33.4,0.0,6538.0,-74.6,394.04,43.65
S01,1,17.6,17.6,331.17,Turn 1 Medium Left,Sector 1,58.53,34.9,0.0,6576.0,-70.8,394.51,43.65
S01,1,17.7,17.7,332.8,Turn 1 Medium Left,Sector 1,59.02,0.5,20.3,6616.0,-66.3,398.64,43.59
S01,1,17.8,17.8,334.42,Turn 1 Medium Left,Sector 1,57.99,32.8,0.0,6532.0,-69.4,394.42,43.59
S01,1,17.9,17.9,336.04,Turn 1 Medium Left,Sector 1,58.44,31.1,0.0,6569.0,-74.1,395.21,43.58
S01,1,18.0,18.0,337.67,Turn 1 Medium Left,Sector 1,58.86,0.0,15.0,6603.0,-74.3,397.86,43.52
S01,1,18.1,18.1,339.29,Turn 1 Medium Left,Sector 1,58.11,34.0,0.0,6541.0,-70.8,395.44,43.52
S01,1,18.2,18.2,340.92,Turn 1 Medium Left,Sector 1,58.58,36.7,0.0,6580.0,-69.1,393.82,43.52
S01,1,18.3,18.3,342.56,Turn 1 Medium Left,Sector 1,59.11,0.0,13.1,6623.0,-69.6,398.2,43.46
S01,1,18.4,18.4,344.18,Turn 1 Medium Left,Sector 1,58.44,29.6,0.0,6569.0,-67.9,395.66,43.45
S01,1,18.5,18.5,345.81,Turn 1 Medium Left,Sector 1,58.83,0.0,12.9,6601.0,-65.3,398.47,43.39
S01,1,18.6,18.6,347.43,Turn 1 Medium Left,Sector 1,58.19,36.1,0.0,6548.0,-71.5,393.84,43.4
S01,1,18.7,18.7,349.06,Turn 1 Medium Left,Sector 1,58.7,32.9,0.0,6590.0,-64.5,394.81,43.39
S01,1,18.8,18.8,350.7,Turn 1 Medium Left,Sector 1,59.15,3.1,14.4,6627.0,-67.4,398.19,43.34
S01,1,18.9,18.9,352.33,Turn 1 Medium Left,Sector 1,58.42,30.6,0.0,6567.0,-64.1,395.71,43.33
S01,1,19.0,19.0,353.96,Turn 1 Medium Left,Sector 1,58.83,5.0,19.4,6601.0,-59.2,397.19,43.28
S01,1,19.1,19.1,355.57,Turn 1 Medium Left,Sector 1,57.85,37.2,0.0,6521.0,-62.1,393.31,43.29
S01,1,19.2,19.2,357.19,Turn 1 Medium Left,Sector 1,58.39,38.9,0.0,6565.0,-55.0,394.68,43.29
S01,1,19.3,19.3,358.83,Turn 1 Medium Left,Sector 1,58.96,0.0,13.2,6611.0,-57.2,396.86,43.23
S01,1,19.4,19.4,360.45,Turn 1 Medium Left,Sector 1,58.29,31.8,0.0,6557.0,-54.0,395.71,43.23
S01,1,19.5,19.5,362.08,Turn 1 Medium Left,Sector 1,58.72,35.3,0.0,6592.0,-55.2,395.37,43.23
S01,1,19.6,19.6,363.72,Turn 1 Medium Left,Sector 1,59.22,0.0,15.8,6632.0,-47.0,397.78,43.17
S01,1,19.7,19.7,365.35,Turn 1 Medium Left,Sector 1,58.42,28.5,0.0,6567.0,-47.3,395.82,43.16
S01,1,19.8,19.8,366.98,Turn 1 Medium Left,Sector 1,58.79,5.5,14.9,6597.0,-44.0,397.2,43.11
S01,1,19.9,19.9,368.59,Turn 1 Medium Left,Sector 1,58.04,35.1,0.0,6536.0,-43.3,393.81,43.11
S01,1,20.0,20.0,370.22,Turn 1 Medium Left,Sector 1,58.54,32.6,0.0,6577.0,-39.2,394.63,43.11
S01,1,20.1,20.1,371.86,Turn 1 Medium Left,Sector 1,58.99,0.0,16.5,6613.0,-29.0,397.67,43.05
S01,1,20.2,20.2,373.47,Turn 1 Medium Left,Sector 1,58.15,30.5,0.0,6545.0,-29.5,394.63,43.05
S01,1,20.3,20.3,375.1,Turn 1 Medium Left,Sector 1,58.56,34.4,0.0,6579.0,-29.5,394.62,43.05
S01,1,20.4,20.4,376.74,Turn 1 Medium Left,Sector 1,59.04,1.3,14.3,6618.0,-32.7,397.55,42.99
S01,1,20.5,20.5,378.36,Turn 1 Medium Left,Sector 1,58.32,32.5,0.0,6559.0,-23.6,394.86,42.99
S01,1,20.6,20.6,379.99,Turn 1 Medium Left,Sector 1,58.76,36.3,0.0,6595.0,-22.5,394.88,42.99
S01,1,20.7,20.7,381.64,Turn 1 Medium Left,Sector 1,59.28,6.0,10.6,6637.0,-18.7,397.26,42.94
S01,1,20.8,20.8,383.27,Turn 1 Medium Left,Sector 1,58.74,33.5,0.0,6594.0,-15.4,394.65,42.94
S01,1,20.9,20.9,384.91,Turn 1 Medium Left,Sector 1,59.21,0.0,15.2,6631.0,-15.3,398.44,42.88
S01,1,21.0,21.0,386.54,Turn 1 Medium Left,Sector 1,58.44,32.1,0.0,6569.0,-6.0,394.51,42.88
S01,1,21.1,21.1,388.17,Turn 1 Medium Left,Sector 1,58.88,1.3,12.9,6604.0,-3.2,397.81,42.82
S01,1,21.2,21.2,389.79,Turn 1 Medium Left,Sector 1,58.22,31.8,0.0,6551.0,-5.2,395.0,42.82
S01,1,21.3,21.3,391.42,Back Straight,Sector 2,58.66,100.0,0.0,6586.0,-0.1,388.25,42.94
S01,1,21.4,21.4,393.1,Back Straight,Sector 2,60.38,97.8,0.0,6727.0,-0.5,388.59,43.05
S01,1,21.5,21.5,394.82,Back Straight,Sector 2,62.02,100.0,0.0,6861.0,0.5,387.92,43.18
S01,1,21.6,21.6,396.59,Back Straight,Sector 2,63.67,95.5,0.0,6995.0,0.7,388.69,43.29
S01,1,21.7,21.7,398.4,Back Straight,Sector 2,65.2,100.0,0.0,7120.0,-0.6,387.21,43.42
S01,1,21.8,21.8,400.25,Back Straight,Sector 2,66.77,100.0,0.0,7249.0,-1.0,388.16,43.56
S01,1,21.9,21.9,402.15,Back Straight,Sector 2,68.31,100.0,0.0,7374.0,-2.6,387.07,43.69
S01,1,22.0,22.0,404.09,Back Straight,Sector 2,69.81,100.0,0.0,7497.0,1.0,388.42,43.83
S01,1,22.1,22.1,406.07,Back Straight,Sector 2,71.28,99.0,0.0,7616.0,1.2,387.7,43.97
S01,1,22.2,22.2,408.09,Back Straight,Sector 2,72.69,100.0,0.0,7731.0,1.4,387.59,44.12
S01,1,22.3,22.3,410.15,Back Straight,Sector 2,74.08,100.0,0.0,7845.0,-1.0,387.52,44.26
