session_id,lap_number,session_time_s,lap_time_s,distance_m,track_section,sector,speed_kmh,throttle_pct,brake_pressure_pct,rpm,steering_angle_deg,battery_voltage_v,powertrain_temp_c
S01,1,3.0,3.0,29.54,Main Straight,Sector 1,63.92,100.0,0.0,7016.0,1.0,388.83,36.48
S01,1,3.1,3.1,31.36,Main Straight,Sector 1,65.52,100.0,0.0,7147.0,-2.3,388.23,36.63
S01,1,3.2,3.2,33.23,Main Straight,Sector 1,67.09,97.5,0.0,7274.0,-0.0,388.39,36.77
S01,1,3.3,3.3,35.13,Main Straight,Sector 1,68.58,95.6,0.0,7396.0,-2.5,388.22,36.92
S01,1,3.4,3.4,37.08,Main Straight,Sector 1,70.0,100.0,0.0,7512.0,-1.8,387.69,37.07
S01,1,3.5,3.5,39.06,Main Straight,Sector 1,71.46,99.9,0.0,7631.0,-2.7,387.73,37.23
S01,1,3.6,3.6,41.09,Main Straight,Sector 1,72.88,100.0,0.0,7747.0,-0.8,387.19,37.39
S01,1,3.7,3.7,43.15,Main Straight,Sector 1,74.27,98.6,0.0,7860.0,-0.2,387.63,37.55
S01,1,3.8,3.8,45.25,Main Straight,Sector 1,75.6,100.0,0.0,7969.0,0.7,386.92,37.71
S01,1,3.9,3.9,47.38,Main Straight,Sector 1,76.92,98.8,0.0,8077.0,-1.3,387.16,37.88
S01,1,4.0,4.0,49.56,Main Straight,Sector 1,78.19,98.7,0.0,8180.0,0.1,386.61,38.04
S01,1,4.1,4.1,51.76,Main Straight,Sector 1,79.42,99.4,0.0,8281.0,2.1,388.17,38.22
S01,1,4.2,4.2,54.0,Main Straight,Sector 1,80.63,99.9,0.0,8380.0,1.3,386.61,38.39
S01,1,4.3,4.3,56.28,Main Straight,Sector 1,81.82,99.6,0.0,8477.0,-1.3,386.71,38.57
S01,1,4.4,4.4,58.58,Main Straight,Sector 1,82.97,100.0,0.0,8570.0,-1.5,386.45,38.74
S01,1,4.5,4.5,60.92,Main Straight,Sector 1,84.1,98.0,0.0,8662.0,2.4,386.43,38.92
S01,1,4.6,4.6,63.28,Main Straight,Sector 1,85.17,99.9,0.0,8750.0,-1.9,387.02,39.1
S01,1,4.7,4.7,65.68,Main Straight,Sector 1,86.23,99.6,0.0,8837.0,-0.7,385.54,39.29
S01,1,4.8,4.8,68.1,Main Straight,Sector 1,87.26,100.0,0.0,8921.0,-2.2,386.62,39.47
S01,1,4.9,4.9,70.55,Main Straight,Sector 1,88.27,99.2,0.0,9003.0,-3.3,386.49,39.66
S01,1,5.0,5.0,73.03,Main Straight,Sector 1,89.24,98.5,0.0,9082.0,-3.1,385.7,39.85
S01,1,5.1,5.1,75.54,Main Straight,Sector 1,90.18,99.5,0.0,9158.0,-0.1,385.97,40.04
S01,1,5.2,5.2,78.07,Main Straight,Sector 1,91.1,100.0,0.0,9234.0,-1.0,386.48,40.23
S01,1,5.3,5.3,80.62,Main Straight,Sector 1,92.0,98.9,0.0,9307.0,0.5,386.68,40.42
S01,1,5.4,5.4,83.2,Main Straight,Sector 1,92.86,99.9,0.0,9377.0,1.9,387.49,40.62
S01,1,5.5,5.5,85.81,Main Straight,Sector 1,93.71,97.2,0.0,9447.0,0.8,386.84,40.81
S01,1,5.6,5.6,88.43,Main Straight,Sector 1,94.51,100.0,0.0,9512.0,0.3,385.64,41.01
S01,1,5.7,5.7,91.08,Main Straight,Sector 1,95.31,98.9,0.0,9577.0,1.3,384.76,41.21
S01,1,5.8,5.8,93.75,Main Straight,Sector 1,96.07,99.2,0.0,9640.0,0.4,385.76,41.41
S01,1,5.9,5.9,96.44,Main Straight,Sector 1,96.82,95.9,0.0,9701.0,-1.3,386.47,41.6
S01,1,6.0,6.0,99.15,Main Straight,Sector 1,97.52,97.5,0.0,9757.0,-0.2,387.24,41.8
S01,1,6.1,6.1,101.87,Main Straight,Sector 1,98.21,100.0,0.0,9814.0,-0.3,385.83,42.0
S01,1,6.2,6.2,104.62,Main Straight,Sector 1,98.9,97.3,0.0,9870.0,-0.1,385.19,42.2
S01,1,6.3,6.3,107.39,Main Straight,Sector 1,99.55,96.9,0.0,9923.0,-1.2,387.1,42.4
S01,1,6.4,6.4,110.17,Main Straight,Sector 1,100.17,100.0,0.0,9974.0,1.3,386.09,42.61
S01,1,6.5,6.5,112.97,Main Straight,Sector 1,100.81,100.0,0.0,10026.0,1.6,385.28,42.81
S01,1,6.6,6.6,115.79,Main Straight,Sector 1,101.42,95.4,0.0,10076.0,-2.6,386.61,43.01
S01,1,6.7,6.7,118.62,Main Straight,Sector 1,101.98,98.4,0.0,10121.0,-2.2,386.74,43.22
S01,1,6.8,6.8,121.47,Main Straight,Sector 1,102.54,98.3,0.0,10168.0,-1.8,386.34,43.42
S01,1,6.9,6.9,124.33,Main Straight,Sector 1,103.09,100.0,0.0,10212.0,-0.4,386.2,43.64
S01,1,7.0,7.0,127.21,Main Straight,Sector 1,103.64,94.2,0.0,10257.0,-1.8,387.12,43.83
S01,1,7.1,7.1,130.1,Main Straight,Sector 1,104.12,100.0,0.0,10296.0,0.7,386.12,44.05
S01,1,7.2,7.2,133.01,Main Straight,Sector 1,104.63,94.4,0.0,10338.0,-0.7,386.67,44.25
S01,1,7.3,7.3,135.93,Main Straight,Sector 1,105.09,100.0,0.0,10375.0,3.5,385.47,44.46
S01,1,7.4,7.4,138.86,Main Straight,Sector 1,105.57,95.6,0.0,10415.0,0.4,385.68,44.66
S01,1,7.5,7.5,141.8,Main Straight,Sector 1,106.01,100.0,0.0,10451.0,1.5,385.33,44.88
S01,1,7.6,7.6,144.76,Main Straight,Sector 1,106.46,95.4,0.0,10488.0,0.7,384.76,45.08
S01,1,7.7,7.7,147.73,Main Straight,Sector 1,106.88,100.0,0.0,10521.0,-0.3,385.65,45.3
S01,1,7.8,7.8,150.71,Main Straight,Sector 1,107.3,100.0,0.0,10556.0,1.4,384.93,45.52
S01,1,7.9,7.9,153.7,Main Straight,Sector 1,107.71,98.1,0.0,10589.0,0.4,385.79,45.73
S01,1,8.0,8.0,156.71,Main Straight,Sector 1,108.1,100.0,0.0,10621.0,-1.6,384.76,45.95
S01,1,8.1,8.1,159.72,Main Straight,Sector 1,108.49,96.3,0.0,10653.0,-1.9,385.74,46.15
S01,1,8.2,8.2,162.74,Main Straight,Sector 1,108.84,100.0,0.0,10682.0,1.3,384.08,46.37
S01,1,8.3,8.3,165.78,Main Straight,Sector 1,109.21,0.6,95.8,10711.0,-2.0,398.22,46.31
S01,1,8.4,8.4,168.68,Main Straight,Sector 1,104.38,1.6,97.2,10317.0,0.0,398.04,46.24
S01,1,8.5,8.5,171.44,Main Straight,Sector 1,99.48,3.2,89.7,9918.0,-0.0,397.55,46.19
S01,1,8.6,8.6,174.08,Main Straight,Sector 1,94.96,0.0,81.8,9549.0,-0.2,398.25,46.12
S01,1,8.7,8.7,176.6,Main Straight,Sector 1,90.83,3.3,69.2,9212.0,-2.6,397.7,46.06
S01,1,8.8,8.8,179.03,Main Straight,Sector 1,87.34,3.1,61.0,8927.0,2.2,396.98,46.0
S01,1,8.9,8.9,181.37,Main Straight,Sector 1,84.27,0.0,48.9,8676.0,-0.6,398.0,45.94
S01,1,9.0,9.0,183.64,Main Straight,Sector 1,81.8,0.7,45.4,8475.0,1.5,396.98,45.87
S01,1,9.1,9.1,185.85,Main Straight,Sector 1,79.51,0.0,42.5,8288.0,0.2,397.97,45.81
S01,1,9.2,9.2,188.0,Main Straight,Sector 1,77.37,0.0,26.7,8114.0,-0.2,398.44,45.74
S01,1,9.3,9.3,190.11,Main Straight,Sector 1,76.03,0.0,27.0,8004.0,2.1,397.82,45.68
S01,1,9.4,9.4,192.18,Main Straight,Sector 1,74.67,2.5,27.5,7893.0,-1.8,399.28,45.62
S01,1,9.5,9.5,194.22,Main Straight,Sector 1,73.28,5.9,20.0,7780.0,-0.8,398.18,45.56
S01,1,9.6,9.6,196.23,Main Straight,Sector 1,72.28,0.0,16.6,7698.0,0.3,398.93,45.5
S01,1,9.7,9.7,198.21,Main Straight,Sector 1,71.44,0.0,13.8,7630.0,1.2,396.65,45.43
S01,1,9.8,9.8,200.18,Main Straight,Sector 1,70.75,7.3,14.5,7573.0,1.8,396.88,45.38
S01,1,9.9,9.9,202.12,Main Straight,Sector 1,70.02,1.5,15.6,7513.0,-0.4,397.85,45.32
S01,1,10.0,10.0,204.04,Main Straight,Sector 1,69.23,2.7,17.1,7449.0,-2.2,398.39,45.26
S01,1,10.1,10.1,205.94,Main Straight,Sector 1,68.37,0.0,13.3,7379.0,0.8,397.99,45.2
S01,1,10.2,10.2,207.82,Main Straight,Sector 1,67.7,0.0,15.4,7325.0,-1.6,397.7,45.13
S01,1,10.3,10.3,209.68,Main Straight,Sector 1,66.92,100.0,0.0,7261.0,-1.0,388.9,45.26
S01,1,10.4,10.4,211.59,Main Straight,Sector 1,68.46,1.0,19.5,7386.0,0.3,398.24,45.2
S01,1,10.5,10.5,213.46,Main Straight,Sector 1,67.48,0.0,19.3,7306.0,0.1,398.5,45.14
S01,1,10.6,10.6,215.31,Main Straight,Sector 1,66.5,99.9,0.0,7227.0,1.5,387.82,45.26
S01,1,10.7,10.7,217.2,Main Straight,Sector 1,68.04,4.3,14.2,7352.0,-1.0,397.54,45.21
S01,1,10.8,10.8,219.07,Main Straight,Sector 1,67.33,3.9,18.9,7294.0,3.0,397.8,45.15
S01,1,10.9,10.9,220.91,Turn 1 Braking Zone,Sector 1,66.37,37.8,0.0,7216.0,-2.3,394.27,45.16
S01,1,11.0,11.0,222.77,Turn 1 Braking Zone,Sector 1,66.85,39.5,0.0,7255.0,-0.4,393.52,45.17
S01,1,11.1,11.1,224.64,Turn 1 Braking Zone,Sector 1,67.35,0.0,18.6,7296.0,-0.3,397.73,45.11
S01,1,11.2,11.2,226.48,Turn 1 Braking Zone,Sector 1,66.41,5.0,25.7,7219.0,-0.8,397.31,45.05
S01,1,11.3,11.3,228.29,Turn 1 Braking Zone,Sector 1,65.12,0.0,19.6,7113.0,3.6,397.01,44.99
S01,1,11.4,11.4,230.07,Turn 1 Braking Zone,Sector 1,64.13,0.0,17.5,7033.0,-0.8,398.47,44.93
S01,1,11.5,11.5,231.83,Turn 1 Braking Zone,Sector 1,63.25,0.8,15.2,6961.0,-1.6,398.06,44.86
S01,1,11.6,11.6,233.57,Turn 1 Braking Zone,Sector 1,62.48,2.9,11.4,6899.0,0.4,397.92,44.81
S01,1,11.7,11.7,235.29,Turn 1 Braking Zone,Sector 1,61.91,3.9,16.8,6852.0,3.0,398.49,44.75
S01,1,11.8,11.8,236.98,Turn 1 Braking Zone,Sector 1,61.06,0.0,13.7,6782.0,1.2,398.91,44.69
S01,1,11.9,11.9,238.66,Turn 1 Braking Zone,Sector 1,60.37,7.3,12.3,6726.0,1.4,396.83,44.64
S01,1,12.0,12.0,240.32,Turn 1 Braking Zone,Sector 1,59.75,0.0,16.4,6675.0,-0.3,398.14,44.57
S01,1,12.1,12.1,241.96,Turn 1 Braking Zone,Sector 1,58.92,78.7,0.0,6608.0,0.6,390.73,44.65
S01,1,12.2,12.2,243.63,Turn 1 Braking Zone,Sector 1,60.24,0.0,15.1,6715.0,1.0,398.01,44.59
S01,1,12.3,12.3,245.28,Turn 1 Braking Zone,Sector 1,59.48,78.6,0.0,6653.0,-2.2,390.19,44.66
S01,1,12.4,12.4,246.97,Turn 1 Braking Zone,Sector 1,60.78,0.0,12.8,6760.0,-3.5,397.72,44.6
S01,1,12.5,12.5,248.64,Turn 1 Braking Zone,Sector 1,60.13,0.0,16.5,6707.0,1.3,398.46,44.54
S01,1,12.6,12.6,250.29,Turn 1 Braking Zone,Sector 1,59.3,79.7,0.0,6639.0,0.4,390.17,44.62
S01,1,12.7,12.7,251.97,Turn 1 Braking Zone,Sector 1,60.63,0.0,17.3,6747.0,1.8,396.92,44.55
S01,1,12.8,12.8,253.63,Turn 1 Braking Zone,Sector 1,59.76,0.0,15.4,6676.0,0.9,397.78,44.49
S01,1,12.9,12.9,255.27,Turn 1 Braking Zone,Sector 1,58.98,75.0,0.0,6613.0,1.4,391.49,44.56
S01,1,13.0,13.0,256.94,Turn 1 Braking Zone,Sector 1,60.22,0.2,11.2,6714.0,0.0,398.7,44.5
S01,1,13.1,13.1,258.6,Turn 1 Braking Zone,Sector 1,59.66,0.0,18.9,6668.0,-1.1,398.35,44.43
S01,1,13.2,13.2,260.23,Turn 1 Braking Zone,Sector 1,58.71,74.3,0.0,6590.0,1.0,390.86,44.5
S01,1,13.3,13.3,261.89,Turn 1 Braking Zone,Sector 1,59.94,0.2,14.7,6691.0,2.6,398.64,44.44
S01,1,13.4,13.4,263.54,Turn 1 Braking Zone,Sector 1,59.2,78.2,0.0,6631.0,-2.5,390.48,44.52
S01,1,13.5,13.5,265.22,Turn 1 Braking Zone,Sector 1,60.5,1.8,15.1,6737.0,0.0,398.33,44.46
S01,1,13.6,13.6,266.88,Turn 1 Braking Zone,Sector 1,59.74,0.0,19.3,6675.0,-0.8,398.3,44.39
S01,1,13.7,13.7,268.51,Turn 1 Braking Zone,Sector 1,58.77,81.6,0.0,6595.0,-0.8,389.81,44.47
S01,1,13.8,13.8,270.18,Turn 1 Braking Zone,Sector 1,60.14,0.0,13.4,6707.0,-0.8,398.06,44.41
S01,1,13.9,13.9,271.83,Turn 1 Braking Zone,Sector 1,59.47,78.2,0.0,6652.0,3.9,390.99,44.49
S01,1,14.0,14.0,273.52,Turn 1 Braking Zone,Sector 1,60.76,3.0,16.6,6758.0,1.9,398.62,44.43
S01,1,14.1,14.1,275.19,Turn 1 Braking Zone,Sector 1,59.92,0.0,14.0,6690.0,-0.2,398.13,44.37
S01,1,14.2,14.2,276.83,Turn 1 Braking Zone,Sector 1,59.22,84.4,0.0,6632.0,-2.5,390.41,44.46
S01,1,14.3,14.3,278.52,Turn 1 Braking Zone,Sector 1,60.64,0.0,16.7,6748.0,1.4,397.76,44.39
S01,1,14.4,14.4,280.18,Turn 1 Medium Left,Sector 1,59.79,0.0,15.0,6679.0,-1.4,397.88,44.33
S01,1,14.5,14.5,281.82,Turn 1 Medium Left,Sector 1,59.04,33.5,0.0,6617.0,-3.1,394.27,44.33
S01,1,14.6,14.6,283.47,Turn 1 Medium Left,Sector 1,59.5,35.3,0.0,6655.0,-6.9,394.96,44.33
S01,1,14.7,14.7,285.14,Turn 1 Medium Left,Sector 1,59.99,0.9,18.4,6695.0,-11.6,398.29,44.27
S01,1,14.8,14.8,286.78,Turn 1 Medium Left,Sector 1,59.06,36.2,0.0,6619.0,-15.3,394.72,44.27
S01,1,14.9,14.9,288.43,Turn 1 Medium Left,Sector 1,59.57,0.0,16.4,6661.0,-19.9,397.4,44.21
S01,1,15.0,15.0,290.06,Turn 1 Medium Left,Sector 1,58.74,36.5,0.0,6593.0,-18.8,395.1,44.21
S01,1,15.1,15.1,291.71,Turn 1 Medium Left,Sector 1,59.26,35.3,0.0,6636.0,-27.4,395.59,44.21
S01,1,15.2,15.2,293.37,Turn 1 Medium Left,Sector 1,59.75,0.0,12.7,6676.0,-25.7,397.66,44.15
S01,1,15.3,15.3,295.01,Turn 1 Medium Left,Sector 1,59.11,31.7,0.0,6624.0,-34.0,394.94,44.14
S01,1,15.4,15.4,296.66,Turn 1 Medium Left,Sector 1,59.54,0.0,13.7,6658.0,-34.0,398.16,44.08
S01,1,15.5,15.5,298.3,Turn 1 Medium Left,Sector 1,58.85,37.1,0.0,6602.0,-34.1,394.91,44.08
S01,1,15.6,15.6,299.95,Turn 1 Medium Left,Sector 1,59.38,34.7,0.0,6645.0,-38.6,395.12,44.08
S01,1,15.7,15.7,301.61,Turn 1 Medium Left,Sector 1,59.86,0.0,13.6,6684.0,-41.9,398.75,44.02
S01,1,15.8,15.8,303.25,Turn 1 Medium Left,Sector 1,59.17,37.0,0.0,6628.0,-41.4,393.88,44.02
S01,1,15.9,15.9,304.91,Turn 1 Medium Left,Sector 1,59.69,3.8,17.7,6671.0,-52.1,398.05,43.97
S01,1,16.0,16.0,306.55,Turn 1 Medium Left,Sector 1,58.8,42.7,0.0,6598.0,-49.7,393.48,43.98
S01,1,16.1,16.1,308.2,Turn 1 Medium Left,Sector 1,59.44,38.0,0.0,6650.0,-49.6,393.67,43.99
S01,1,16.2,16.2,309.86,Turn 1 Medium Left,Sector 1,59.98,0.8,14.2,6694.0,-50.8,398.33,43.93
S01,1,16.3,16.3,311.51,Turn 1 Medium Left,Sector 1,59.26,36.4,0.0,6636.0,-57.6,394.45,43.93
S01,1,16.4,16.4,313.17,Turn 1 Medium Left,Sector 1,59.78,2.5,17.6,6678.0,-58.4,398.07,43.87
S01,1,16.5,16.5,314.81,Turn 1 Medium Left,Sector 1,58.89,35.2,0.0,6605.0,-61.1,394.2,43.87
S01,1,16.6,16.6,316.45,Turn 1 Medium Left,Sector 1,59.38,32.0,0.0,6645.0,-61.3,394.85,43.87
S01,1,16.7,16.7,318.12,Turn 1 Medium Left,Sector 1,59.81,0.0,14.5,6680.0,-64.0,398.3,43.81
S01,1,16.8,16.8,319.76,Turn 1 Medium Left,Sector 1,59.08,40.4,0.0,6621.0,-60.8,393.91,43.82
S01,1,16.9,16.9,321.41,Turn 1 Medium Left,Sector 1,59.67,0.0,13.0,6669.0,-68.3,397.35,43.76
S01,1,17.0,17.0,323.05,Turn 1 Medium Left,Sector 1,59.01,37.5,0.0,6615.0,-68.3,395.19,43.76
S01,1,17.1,17.1,324.71,Turn 1 Medium Left,Sector 1,59.54,0.9,11.9,6659.0,-71.1,397.79,43.7
S01,1,17.2,17.2,326.34,Turn 1 Medium Left,Sector 1,58.95,38.6,0.0,6610.0,-69.7,394.58,43.71
S01,1,17.3,17.3,328.0,Turn 1 Medium Left,Sector 1,59.5,31.2,0.0,6655.0,-69.7,395.83,43.7
S01,1,17.4,17.4,329.66,Turn 1 Medium Left,Sector 1,59.91,0.0,13.9,6689.0,-74.6,397.22,43.64
S01,1,17.5,17.5,331.31,Turn 1 Medium Left,Sector 1,59.21,34.9,0.0,6632.0,-70.8,394.49,43.64
S01,1,17.6,17.6,332.97,Turn 1 Medium Left,Sector 1,59.7,0.5,20.3,6671.0,-66.3,398.64,43.58
S01,1,17.7,17.7,334.59,Turn 1 Medium Left,Sector 1,58.67,32.8,0.0,6588.0,-69.4,394.4,43.58
S01,1,17.8,17.8,336.24,Turn 1 Medium Left,Sector 1,59.12,31.1,0.0,6624.0,-74.1,395.19,43.58
S01,1,17.9,17.9,337.89,Turn 1 Medium Left,Sector 1,59.53,0.0,15.0,6658.0,-74.2,397.86,43.52
S01,1,18.0,18.0,339.52,Turn 1 Medium Left,Sector 1,58.78,34.0,0.0,6596.0,-70.7,395.42,43.51
S01,1,18.1,18.1,341.17,Turn 1 Medium Left,Sector 1,59.25,36.7,0.0,6635.0,-69.0,393.81,43.52
S01,1,18.2,18.2,342.83,Turn 1 Medium Left,Sector 1,59.77,0.0,13.1,6677.0,-69.5,398.2,43.46
S01,1,18.3,18.3,344.47,Turn 1 Medium Left,Sector 1,59.11,29.6,0.0,6623.0,-67.8,395.64,43.45
S01,1,18.4,18.4,346.12,Turn 1 Medium Left,Sector 1,59.49,31.5,0.0,6655.0,-66.5,394.44,43.45
S01,1,18.5,18.5,347.79,Turn 1 Medium Left,Sector 1,59.91,4.1,16.0,6689.0,-71.2,396.87,43.39
S01,1,18.6,18.6,349.43,Turn 1 Medium Left,Sector 1,59.1,32.9,0.0,6623.0,-64.2,394.8,43.39
S01,1,18.7,18.7,351.08,Turn 1 Medium Left,Sector 1,59.55,3.1,14.4,6659.0,-67.1,398.19,43.34
S01,1,18.8,18.8,352.72,Turn 1 Medium Left,Sector 1,58.82,30.6,0.0,6600.0,-63.8,395.7,43.33
S01,1,18.9,18.9,354.36,Turn 1 Medium Left,Sector 1,59.23,39.8,0.0,6633.0,-62.6,395.29,43.34
S01,1,19.0,19.0,356.02,Turn 1 Medium Left,Sector 1,59.81,3.1,16.9,6680.0,-61.6,396.54,43.29
S01,1,19.1,19.1,357.66,Turn 1 Medium Left,Sector 1,58.95,38.9,0.0,6611.0,-54.5,394.67,43.29
S01,1,19.2,19.2,359.32,Turn 1 Medium Left,Sector 1,59.52,0.0,13.2,6657.0,-56.6,396.86,43.23
S01,1,19.3,19.3,360.95,Turn 1 Medium Left,Sector 1,58.85,31.8,0.0,6602.0,-53.3,395.7,43.23
S01,1,19.4,19.4,362.6,Turn 1 Medium Left,Sector 1,59.28,35.3,0.0,6637.0,-54.4,395.35,43.23
S01,1,19.5,19.5,364.26,Turn 1 Medium Left,Sector 1,59.77,0.0,15.8,6677.0,-46.2,397.78,43.17
S01,1,19.6,19.6,365.9,Turn 1 Medium Left,Sector 1,58.97,28.5,0.0,6612.0,-46.5,395.81,43.16
S01,1,19.7,19.7,367.54,Turn 1 Medium Left,Sector 1,59.34,40.3,0.0,6642.0,-44.2,394.11,43.17
S01,1,19.8,19.8,369.21,Turn 1 Medium Left,Sector 1,59.92,0.0,15.2,6690.0,-42.2,397.14,43.11
S01,1,19.9,19.9,370.85,Turn 1 Medium Left,Sector 1,59.16,32.6,0.0,6627.0,-38.1,394.61,43.11
S01,1,20.0,20.0,372.51,Turn 1 Medium Left,Sector 1,59.6,0.0,16.5,6663.0,-27.8,397.67,43.05
S01,1,20.1,20.1,374.14,Turn 1 Medium Left,Sector 1,58.76,30.5,0.0,6595.0,-28.3,394.62,43.05
S01,1,20.2,20.2,375.78,Turn 1 Medium Left,Sector 1,59.17,34.4,0.0,6628.0,-28.2,394.6,43.05
S01,1,20.3,20.3,377.44,Turn 1 Medium Left,Sector 1,59.64,1.3,14.3,6667.0,-31.3,397.55,42.99
S01,1,20.4,20.4,379.08,Turn 1 Medium Left,Sector 1,58.92,32.5,0.0,6608.0,-22.2,394.85,42.99
S01,1,20.5,20.5,380.73,Turn 1 Medium Left,Sector 1,59.36,36.3,0.0,6644.0,-21.0,394.87,42.99
S01,1,20.6,20.6,382.39,Turn 1 Medium Left,Sector 1,59.87,6.0,10.6,6686.0,-17.2,397.26,42.95
S01,1,20.7,20.7,384.04,Turn 1 Medium Left,Sector 1,59.34,33.5,0.0,6642.0,-13.8,394.64,42.95
S01,1,20.8,20.8,385.7,Turn 1 Medium Left,Sector 1,59.8,0.0,15.2,6679.0,-13.7,398.44,42.89
S01,1,20.9,20.9,387.34,Turn 1 Medium Left,Sector 1,59.03,32.1,0.0,6617.0,-4.4,394.5,42.88
S01,1,21.0,21.0,388.99,Turn 1 Medium Left,Sector 1,59.46,36.1,0.0,6652.0,-2.3,394.02,42.89
S01,1,21.1,21.1,390.65,Back Straight,Sector 2,59.97,100.0,0.0,6693.0,0.1,387.77,43.01
S01,1,21.2,21.2,392.37,Back Straight,Sector 2,61.66,94.1,0.0,6831.0,-0.6,389.0,43.12
S01,1,21.3,21.3,394.12,Back Straight,Sector 2,63.21,99.9,0.0,6958.0,0.1,387.73,43.25
S01,1,21.4,21.4,395.92,Back Straight,Sector 2,64.83,99.1,0.0,7090.0,-0.9,388.13,43.37
S01,1,21.5,21.5,397.77,Back Straight,Sector 2,66.39,100.0,0.0,7218.0,0.4,387.04,43.51
S01,1,21.6,21.6,399.66,Back Straight,Sector 2,67.94,100.0,0.0,7344.0,-2.4,388.37,43.64
S01,1,21.7,21.7,401.58,Back Straight,Sector 2,69.45,98.9,0.0,7467.0,0.7,388.04,43.78
S01,1,21.8,21.8,403.55,Back Straight,Sector 2,70.9,98.4,0.0,7586.0,-2.2,387.81,43.92
S01,1,21.9,21.9,405.56,Back Straight,Sector 2,72.32,95.7,0.0,7701.0,2.1,387.99,44.05
S01,1,22.0,22.0,407.61,Back Straight,Sector 2,73.65,100.0,0.0,7810.0,-0.0,387.25,44.2
S01,1,22.1,22.1,409.69,Back Straight,Sector 2,75.02,100.0,0.0,7922.0,0.2,388.24,44.35
S01,1,22.2,22.2,411.81,Back Straight,Sector 2,76.35,100.0,0.0,8030.0,0.3,387.42,44.5
S01,1,22.3,22.3,413.97,Back Straight,Sector 2,77.65,98.3,0.0,8137.0,0.3,386.72,44.65
